"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","HHWEALTH","TOT","PC_NDI","A","1995",264.1895,
"HUN","HHWEALTH","TOT","PC_NDI","A","1996",289.8627,
"HUN","HHWEALTH","TOT","PC_NDI","A","1997",306.5918,
"HUN","HHWEALTH","TOT","PC_NDI","A","1998",305.4271,
"HUN","HHWEALTH","TOT","PC_NDI","A","1999",325.9615,
"HUN","HHWEALTH","TOT","PC_NDI","A","2000",331.0537,
"HUN","HHWEALTH","TOT","PC_NDI","A","2001",322.6171,
"HUN","HHWEALTH","TOT","PC_NDI","A","2002",312.713,
"HUN","HHWEALTH","TOT","PC_NDI","A","2003",300.4218,
"HUN","HHWEALTH","TOT","PC_NDI","A","2004",290.0046,
"HUN","HHWEALTH","TOT","PC_NDI","A","2005",290.3378,
"HUN","HHWEALTH","TOT","PC_NDI","A","2006",303.8727,
"HUN","HHWEALTH","TOT","PC_NDI","A","2007",316.8001,
"HUN","HHWEALTH","TOT","PC_NDI","A","2008",311.3015,
"HUN","HHWEALTH","TOT","PC_NDI","A","2009",333.3477,
"HUN","HHWEALTH","TOT","PC_NDI","A","2010",335.4234,
"HUN","HHWEALTH","TOT","PC_NDI","A","2011",324.8904,
"HUN","HHWEALTH","TOT","PC_NDI","A","2012",339.2473,
"HUN","HHWEALTH","TOT","PC_NDI","A","2013",344.7383,
"HUN","HHWEALTH","TOT","PC_NDI","A","2014",351.9915,
"HUN","HHWEALTH","TOT","PC_NDI","A","2015",365.9498,
"HUN","HHWEALTH","TOT","PC_NDI","A","2016",370.7466,
"HUN","HHWEALTH","TOT","PC_NDI","A","2017",368.5851,
"HUN","HHWEALTH","TOT","PC_NDI","A","2018",365.488,
"HUN","HHWEALTH","TOT","PC_NDI","A","2019",369.2627,
"HUN","HHWEALTH","TOT","PC_NDI","A","2020",398.3629,
"SVK","HHWEALTH","TOT","PC_NDI","A","1995",487.4685,
"SVK","HHWEALTH","TOT","PC_NDI","A","1996",438.2662,
"SVK","HHWEALTH","TOT","PC_NDI","A","1997",411.173,
"SVK","HHWEALTH","TOT","PC_NDI","A","1998",394.8779,
"SVK","HHWEALTH","TOT","PC_NDI","A","1999",376.6545,
"SVK","HHWEALTH","TOT","PC_NDI","A","2000",364.1295,
"SVK","HHWEALTH","TOT","PC_NDI","A","2001",353.3061,
"SVK","HHWEALTH","TOT","PC_NDI","A","2002",320.5597,
"SVK","HHWEALTH","TOT","PC_NDI","A","2003",322.8451,
"SVK","HHWEALTH","TOT","PC_NDI","A","2004",312.9106,
"SVK","HHWEALTH","TOT","PC_NDI","A","2005",286.4735,
"SVK","HHWEALTH","TOT","PC_NDI","A","2006",299.7379,
"SVK","HHWEALTH","TOT","PC_NDI","A","2007",312.0525,
"SVK","HHWEALTH","TOT","PC_NDI","A","2008",312.3563,
"SVK","HHWEALTH","TOT","PC_NDI","A","2009",296.855,
"SVK","HHWEALTH","TOT","PC_NDI","A","2010",292.4047,
"SVK","HHWEALTH","TOT","PC_NDI","A","2011",287.9049,
"SVK","HHWEALTH","TOT","PC_NDI","A","2012",284.7117,
"SVK","HHWEALTH","TOT","PC_NDI","A","2013",289.596,
"SVK","HHWEALTH","TOT","PC_NDI","A","2014",291.7921,
"SVK","HHWEALTH","TOT","PC_NDI","A","2015",283.3779,
"SVK","HHWEALTH","TOT","PC_NDI","A","2016",283.8499,
"SVK","HHWEALTH","TOT","PC_NDI","A","2017",276.5871,
"SVK","HHWEALTH","TOT","PC_NDI","A","2018",263.3016,
"SVK","HHWEALTH","TOT","PC_NDI","A","2019",268.1356,
"SVK","HHWEALTH","TOT","PC_NDI","A","2020",286.2628,
"SVK","HHWEALTH","TOT","PC_NDI","A","2021",320.7675,
"EST","HHWEALTH","TOT","PC_NDI","A","1995",460.4277,
"EST","HHWEALTH","TOT","PC_NDI","A","1996",483.7042,
"EST","HHWEALTH","TOT","PC_NDI","A","1997",465.8854,
"EST","HHWEALTH","TOT","PC_NDI","A","1998",414.217,
"EST","HHWEALTH","TOT","PC_NDI","A","1999",432.0445,
"EST","HHWEALTH","TOT","PC_NDI","A","2000",390.5592,
"EST","HHWEALTH","TOT","PC_NDI","A","2001",376.1158,
"EST","HHWEALTH","TOT","PC_NDI","A","2002",382.0811,
"EST","HHWEALTH","TOT","PC_NDI","A","2003",367.1836,
"EST","HHWEALTH","TOT","PC_NDI","A","2004",360.3278,
"EST","HHWEALTH","TOT","PC_NDI","A","2005",321.1826,
"EST","HHWEALTH","TOT","PC_NDI","A","2006",292.884,
"EST","HHWEALTH","TOT","PC_NDI","A","2007",286.7571,
"EST","HHWEALTH","TOT","PC_NDI","A","2008",281.8183,
"EST","HHWEALTH","TOT","PC_NDI","A","2009",272.7921,
"EST","HHWEALTH","TOT","PC_NDI","A","2010",269.75,
"EST","HHWEALTH","TOT","PC_NDI","A","2011",270.96,
"EST","HHWEALTH","TOT","PC_NDI","A","2012",309.4561,
"EST","HHWEALTH","TOT","PC_NDI","A","2013",317.695,
"EST","HHWEALTH","TOT","PC_NDI","A","2014",325.0432,
"EST","HHWEALTH","TOT","PC_NDI","A","2015",311.8965,
"EST","HHWEALTH","TOT","PC_NDI","A","2016",318.9956,
"EST","HHWEALTH","TOT","PC_NDI","A","2017",326.9118,
"EST","HHWEALTH","TOT","PC_NDI","A","2018",326.8221,
"EST","HHWEALTH","TOT","PC_NDI","A","2019",339.2668,
"EST","HHWEALTH","TOT","PC_NDI","A","2020",350.5624,
"CZE","HHWEALTH","TOT","PC_NDI","A","1995",351.1074,
"CZE","HHWEALTH","TOT","PC_NDI","A","1996",341.7422,
"CZE","HHWEALTH","TOT","PC_NDI","A","1997",347.3976,
"CZE","HHWEALTH","TOT","PC_NDI","A","1998",366.1152,
"CZE","HHWEALTH","TOT","PC_NDI","A","1999",365.2494,
"CZE","HHWEALTH","TOT","PC_NDI","A","2000",351.8439,
"CZE","HHWEALTH","TOT","PC_NDI","A","2001",350.0538,
"CZE","HHWEALTH","TOT","PC_NDI","A","2002",351.0174,
"CZE","HHWEALTH","TOT","PC_NDI","A","2003",315.0665,
"CZE","HHWEALTH","TOT","PC_NDI","A","2004",314.6728,
"CZE","HHWEALTH","TOT","PC_NDI","A","2005",310.8621,
"CZE","HHWEALTH","TOT","PC_NDI","A","2006",307.8925,
"CZE","HHWEALTH","TOT","PC_NDI","A","2007",324.3956,
"CZE","HHWEALTH","TOT","PC_NDI","A","2008",325.3851,
"CZE","HHWEALTH","TOT","PC_NDI","A","2009",321.2091,
"CZE","HHWEALTH","TOT","PC_NDI","A","2010",329.783,
"CZE","HHWEALTH","TOT","PC_NDI","A","2011",339.2083,
"CZE","HHWEALTH","TOT","PC_NDI","A","2012",346.1972,
"CZE","HHWEALTH","TOT","PC_NDI","A","2013",359.2237,
"CZE","HHWEALTH","TOT","PC_NDI","A","2014",358.3165,
"CZE","HHWEALTH","TOT","PC_NDI","A","2015",364.5428,
"CZE","HHWEALTH","TOT","PC_NDI","A","2016",371.966,
"CZE","HHWEALTH","TOT","PC_NDI","A","2017",360.7545,
"CZE","HHWEALTH","TOT","PC_NDI","A","2018",362.0995,
"CZE","HHWEALTH","TOT","PC_NDI","A","2019",367.7457,
"CZE","HHWEALTH","TOT","PC_NDI","A","2020",392.228,
"CZE","HHWEALTH","TOT","PC_NDI","A","2021",389.5734,
"CZE","HHWEALTH","TOT","PC_NDI","A","2022",391.5965,
"AUS","HHWEALTH","TOT","PC_NDI","A","1995",319.0668,
"AUS","HHWEALTH","TOT","PC_NDI","A","1996",318.026,
"AUS","HHWEALTH","TOT","PC_NDI","A","1997",326.5153,
"AUS","HHWEALTH","TOT","PC_NDI","A","1998",341.7274,
"AUS","HHWEALTH","TOT","PC_NDI","A","1999",356.7737,
"AUS","HHWEALTH","TOT","PC_NDI","A","2000",354.5496,
"AUS","HHWEALTH","TOT","PC_NDI","A","2001",351.7931,
"AUS","HHWEALTH","TOT","PC_NDI","A","2002",354.5533,
"AUS","HHWEALTH","TOT","PC_NDI","A","2003",364.18,
"AUS","HHWEALTH","TOT","PC_NDI","A","2004",381.5799,
"AUS","HHWEALTH","TOT","PC_NDI","A","2005",404.574,
"AUS","HHWEALTH","TOT","PC_NDI","A","2006",411.6628,
"AUS","HHWEALTH","TOT","PC_NDI","A","2007",409.8888,
"AUS","HHWEALTH","TOT","PC_NDI","A","2008",332.4735,
"AUS","HHWEALTH","TOT","PC_NDI","A","2009",362.202,
"AUS","HHWEALTH","TOT","PC_NDI","A","2010",346.781,
"AUS","HHWEALTH","TOT","PC_NDI","A","2011",321.053,
"AUS","HHWEALTH","TOT","PC_NDI","A","2012",356.3329,
"AUS","HHWEALTH","TOT","PC_NDI","A","2013",365.8615,
"AUS","HHWEALTH","TOT","PC_NDI","A","2014",382.8694,
"AUS","HHWEALTH","TOT","PC_NDI","A","2015",402.2683,
"AUS","HHWEALTH","TOT","PC_NDI","A","2016",428.4666,
"AUS","HHWEALTH","TOT","PC_NDI","A","2017",439.0366,
"AUS","HHWEALTH","TOT","PC_NDI","A","2018",428.007,
"AUS","HHWEALTH","TOT","PC_NDI","A","2019",461.398,
"AUS","HHWEALTH","TOT","PC_NDI","A","2020",470.103,
"AUS","HHWEALTH","TOT","PC_NDI","A","2021",511.5431,
"SVN","HHWEALTH","TOT","PC_NDI","A","1995",309.9673,
"SVN","HHWEALTH","TOT","PC_NDI","A","1996",307.588,
"SVN","HHWEALTH","TOT","PC_NDI","A","1997",295.9495,
"SVN","HHWEALTH","TOT","PC_NDI","A","1998",298.3576,
"SVN","HHWEALTH","TOT","PC_NDI","A","1999",288.4484,
"SVN","HHWEALTH","TOT","PC_NDI","A","2000",279.7703,
"SVN","HHWEALTH","TOT","PC_NDI","A","2001",286.8105,
"SVN","HHWEALTH","TOT","PC_NDI","A","2002",287.8691,
"SVN","HHWEALTH","TOT","PC_NDI","A","2003",295.2319,
"SVN","HHWEALTH","TOT","PC_NDI","A","2004",310.5447,
"SVN","HHWEALTH","TOT","PC_NDI","A","2005",307.9318,
"SVN","HHWEALTH","TOT","PC_NDI","A","2006",314.3541,
"SVN","HHWEALTH","TOT","PC_NDI","A","2007",312.2315,
"SVN","HHWEALTH","TOT","PC_NDI","A","2008",285.8831,
"SVN","HHWEALTH","TOT","PC_NDI","A","2009",298.3781,
"SVN","HHWEALTH","TOT","PC_NDI","A","2010",305.1561,
"SVN","HHWEALTH","TOT","PC_NDI","A","2011",301.515,
"SVN","HHWEALTH","TOT","PC_NDI","A","2012",313.8548,
"SVN","HHWEALTH","TOT","PC_NDI","A","2013",321.6053,
"SVN","HHWEALTH","TOT","PC_NDI","A","2014",326.1846,
"SVN","HHWEALTH","TOT","PC_NDI","A","2015",324.0651,
"SVN","HHWEALTH","TOT","PC_NDI","A","2016",318.2664,
"SVN","HHWEALTH","TOT","PC_NDI","A","2017",315.3926,
"SVN","HHWEALTH","TOT","PC_NDI","A","2018",310.2776,
"SVN","HHWEALTH","TOT","PC_NDI","A","2019",307.2911,
"SVN","HHWEALTH","TOT","PC_NDI","A","2020",315.2642,
"SVN","HHWEALTH","TOT","PC_NDI","A","2021",322.5433,
"USA","HHWEALTH","TOT","PC_NDI","A","1995",473.1068,
"USA","HHWEALTH","TOT","PC_NDI","A","1996",484.5308,
"USA","HHWEALTH","TOT","PC_NDI","A","1997",511.2212,
"USA","HHWEALTH","TOT","PC_NDI","A","1998",529.2027,
"USA","HHWEALTH","TOT","PC_NDI","A","1999",555.4232,
"USA","HHWEALTH","TOT","PC_NDI","A","2000",515.1071,
"USA","HHWEALTH","TOT","PC_NDI","A","2001",496.1331,
"USA","HHWEALTH","TOT","PC_NDI","A","2002",458.6149,
"USA","HHWEALTH","TOT","PC_NDI","A","2003",486.3138,
"USA","HHWEALTH","TOT","PC_NDI","A","2004",517.0317,
"USA","HHWEALTH","TOT","PC_NDI","A","2005",538.4704,
"USA","HHWEALTH","TOT","PC_NDI","A","2006",551.5099,
"USA","HHWEALTH","TOT","PC_NDI","A","2007",550.8171,
"USA","HHWEALTH","TOT","PC_NDI","A","2008",463.7925,
"USA","HHWEALTH","TOT","PC_NDI","A","2009",484.2627,
"USA","HHWEALTH","TOT","PC_NDI","A","2010",509.7158,
"USA","HHWEALTH","TOT","PC_NDI","A","2011",499.7442,
"USA","HHWEALTH","TOT","PC_NDI","A","2012",514.1654,
"USA","HHWEALTH","TOT","PC_NDI","A","2013",577.0779,
"USA","HHWEALTH","TOT","PC_NDI","A","2014",588.8329,
"USA","HHWEALTH","TOT","PC_NDI","A","2015",579.2542,
"USA","HHWEALTH","TOT","PC_NDI","A","2016",593.6747,
"USA","HHWEALTH","TOT","PC_NDI","A","2017",619.6666,
"USA","HHWEALTH","TOT","PC_NDI","A","2018",586.2301,
"USA","HHWEALTH","TOT","PC_NDI","A","2019",630.038,
"USA","HHWEALTH","TOT","PC_NDI","A","2020",656.8097,
"USA","HHWEALTH","TOT","PC_NDI","A","2021",708.356,
"NLD","HHWEALTH","TOT","PC_NDI","A","1995",507.0816,
"NLD","HHWEALTH","TOT","PC_NDI","A","1996",511.9841,
"NLD","HHWEALTH","TOT","PC_NDI","A","1997",508.3741,
"NLD","HHWEALTH","TOT","PC_NDI","A","1998",504.2934,
"NLD","HHWEALTH","TOT","PC_NDI","A","1999",518.9652,
"NLD","HHWEALTH","TOT","PC_NDI","A","2000",520.181,
"NLD","HHWEALTH","TOT","PC_NDI","A","2001",486.7379,
"NLD","HHWEALTH","TOT","PC_NDI","A","2002",489.0896,
"NLD","HHWEALTH","TOT","PC_NDI","A","2003",509.3144,
"NLD","HHWEALTH","TOT","PC_NDI","A","2004",509.111,
"NLD","HHWEALTH","TOT","PC_NDI","A","2005",526.7914,
"NLD","HHWEALTH","TOT","PC_NDI","A","2006",511.1811,
"NLD","HHWEALTH","TOT","PC_NDI","A","2007",488.1277,
"NLD","HHWEALTH","TOT","PC_NDI","A","2008",516.6362,
"NLD","HHWEALTH","TOT","PC_NDI","A","2009",530.8941,
"NLD","HHWEALTH","TOT","PC_NDI","A","2010",561.5335,
"NLD","HHWEALTH","TOT","PC_NDI","A","2011",584.339,
"NLD","HHWEALTH","TOT","PC_NDI","A","2012",609.4123,
"NLD","HHWEALTH","TOT","PC_NDI","A","2013",594.7532,
"NLD","HHWEALTH","TOT","PC_NDI","A","2014",657.7374,
"NLD","HHWEALTH","TOT","PC_NDI","A","2015",672.5978,
"NLD","HHWEALTH","TOT","PC_NDI","A","2016",702.7889,
"NLD","HHWEALTH","TOT","PC_NDI","A","2017",686.7133,
"NLD","HHWEALTH","TOT","PC_NDI","A","2018",678.2853,
"NLD","HHWEALTH","TOT","PC_NDI","A","2019",738.7458,
"NLD","HHWEALTH","TOT","PC_NDI","A","2020",795.0381,
"NLD","HHWEALTH","TOT","PC_NDI","A","2021",762.2569,
"GBR","HHWEALTH","TOT","PC_NDI","A","1995",370.4242,
"GBR","HHWEALTH","TOT","PC_NDI","A","1996",374.0679,
"GBR","HHWEALTH","TOT","PC_NDI","A","1997",388.2156,
"GBR","HHWEALTH","TOT","PC_NDI","A","1998",444.4147,
"GBR","HHWEALTH","TOT","PC_NDI","A","1999",452.5496,
"GBR","HHWEALTH","TOT","PC_NDI","A","2000",443.0895,
"GBR","HHWEALTH","TOT","PC_NDI","A","2001",412.1091,
"GBR","HHWEALTH","TOT","PC_NDI","A","2002",390.9124,
"GBR","HHWEALTH","TOT","PC_NDI","A","2003",395.4356,
"GBR","HHWEALTH","TOT","PC_NDI","A","2004",397.8782,
"GBR","HHWEALTH","TOT","PC_NDI","A","2005",421.9876,
"GBR","HHWEALTH","TOT","PC_NDI","A","2006",412.5211,
"GBR","HHWEALTH","TOT","PC_NDI","A","2007",409.319,
"GBR","HHWEALTH","TOT","PC_NDI","A","2008",388.0497,
"GBR","HHWEALTH","TOT","PC_NDI","A","2009",414.4557,
"GBR","HHWEALTH","TOT","PC_NDI","A","2010",427.6355,
"GBR","HHWEALTH","TOT","PC_NDI","A","2011",459.5169,
"GBR","HHWEALTH","TOT","PC_NDI","A","2012",459.9799,
"GBR","HHWEALTH","TOT","PC_NDI","A","2013",448.0047,
"GBR","HHWEALTH","TOT","PC_NDI","A","2014",481.8391,
"GBR","HHWEALTH","TOT","PC_NDI","A","2015",458.6263,
"GBR","HHWEALTH","TOT","PC_NDI","A","2016",492.6669,
"GBR","HHWEALTH","TOT","PC_NDI","A","2017",497.0479,
"GBR","HHWEALTH","TOT","PC_NDI","A","2018",460.1042,
"GBR","HHWEALTH","TOT","PC_NDI","A","2019",476.356,
"GBR","HHWEALTH","TOT","PC_NDI","A","2020",506.8535,
"GBR","HHWEALTH","TOT","PC_NDI","A","2021",499.3336,
"JPN","HHWEALTH","TOT","PC_NDI","A","1995",430.7889,
"JPN","HHWEALTH","TOT","PC_NDI","A","1996",438.9969,
"JPN","HHWEALTH","TOT","PC_NDI","A","1997",440.6497,
"JPN","HHWEALTH","TOT","PC_NDI","A","1998",449.8233,
"JPN","HHWEALTH","TOT","PC_NDI","A","1999",476.2316,
"JPN","HHWEALTH","TOT","PC_NDI","A","2000",487.0354,
"JPN","HHWEALTH","TOT","PC_NDI","A","2001",506.3971,
"JPN","HHWEALTH","TOT","PC_NDI","A","2002",513.9771,
"JPN","HHWEALTH","TOT","PC_NDI","A","2003",530.0106,
"JPN","HHWEALTH","TOT","PC_NDI","A","2004",530.1735,
"JPN","HHWEALTH","TOT","PC_NDI","A","2005",553.5557,
"JPN","HHWEALTH","TOT","PC_NDI","A","2006",555.7252,
"JPN","HHWEALTH","TOT","PC_NDI","A","2007",525.433,
"JPN","HHWEALTH","TOT","PC_NDI","A","2008",516.4527,
"JPN","HHWEALTH","TOT","PC_NDI","A","2009",536.8096,
"JPN","HHWEALTH","TOT","PC_NDI","A","2010",544.3638,
"JPN","HHWEALTH","TOT","PC_NDI","A","2011",552.7866,
"JPN","HHWEALTH","TOT","PC_NDI","A","2012",571.2094,
"JPN","HHWEALTH","TOT","PC_NDI","A","2013",584.4313,
"JPN","HHWEALTH","TOT","PC_NDI","A","2014",611.2513,
"JPN","HHWEALTH","TOT","PC_NDI","A","2015",601.1191,
"JPN","HHWEALTH","TOT","PC_NDI","A","2016",605.024,
"JPN","HHWEALTH","TOT","PC_NDI","A","2017",618.3096,
"JPN","HHWEALTH","TOT","PC_NDI","A","2018",608.7599,
"JPN","HHWEALTH","TOT","PC_NDI","A","2019",589.8279,
"JPN","HHWEALTH","TOT","PC_NDI","A","2020",605.1835,
"JPN","HHWEALTH","TOT","PC_NDI","A","2021",649.809,
"CAN","HHWEALTH","TOT","PC_NDI","A","1995",403.8771,
"CAN","HHWEALTH","TOT","PC_NDI","A","1996",442.4081,
"CAN","HHWEALTH","TOT","PC_NDI","A","1997",461.318,
"CAN","HHWEALTH","TOT","PC_NDI","A","1998",456.3354,
"CAN","HHWEALTH","TOT","PC_NDI","A","1999",465.6125,
"CAN","HHWEALTH","TOT","PC_NDI","A","2000",452.575,
"CAN","HHWEALTH","TOT","PC_NDI","A","2001",425.8182,
"CAN","HHWEALTH","TOT","PC_NDI","A","2002",408.05,
"CAN","HHWEALTH","TOT","PC_NDI","A","2003",429.6108,
"CAN","HHWEALTH","TOT","PC_NDI","A","2004",426.3905,
"CAN","HHWEALTH","TOT","PC_NDI","A","2005",462.8172,
"CAN","HHWEALTH","TOT","PC_NDI","A","2006",479.8739,
"CAN","HHWEALTH","TOT","PC_NDI","A","2007",478.3515,
"CAN","HHWEALTH","TOT","PC_NDI","A","2008",428.26,
"CAN","HHWEALTH","TOT","PC_NDI","A","2009",466.5776,
"CAN","HHWEALTH","TOT","PC_NDI","A","2010",488.8806,
"CAN","HHWEALTH","TOT","PC_NDI","A","2011",488.1241,
"CAN","HHWEALTH","TOT","PC_NDI","A","2012",505.902,
"CAN","HHWEALTH","TOT","PC_NDI","A","2013",515.0967,
"CAN","HHWEALTH","TOT","PC_NDI","A","2014",549.6069,
"CAN","HHWEALTH","TOT","PC_NDI","A","2015",550.1665,
"CAN","HHWEALTH","TOT","PC_NDI","A","2016",589.087,
"CAN","HHWEALTH","TOT","PC_NDI","A","2017",601.6872,
"CAN","HHWEALTH","TOT","PC_NDI","A","2018",596.286,
"CAN","HHWEALTH","TOT","PC_NDI","A","2019",627.3892,
"CAN","HHWEALTH","TOT","PC_NDI","A","2020",629.6995,
"CAN","HHWEALTH","TOT","PC_NDI","A","2021",677.8715,
"CAN","HHWEALTH","TOT","PC_NDI","A","2022",639.8688,
"LUX","HHWEALTH","TOT","PC_NDI","A","1995",355.0448,
"LUX","HHWEALTH","TOT","PC_NDI","A","1996",369.074,
"LUX","HHWEALTH","TOT","PC_NDI","A","1997",366.3541,
"LUX","HHWEALTH","TOT","PC_NDI","A","1998",359.8216,
"LUX","HHWEALTH","TOT","PC_NDI","A","1999",341.0673,
"LUX","HHWEALTH","TOT","PC_NDI","A","2000",333.5574,
"LUX","HHWEALTH","TOT","PC_NDI","A","2001",332.7168,
"LUX","HHWEALTH","TOT","PC_NDI","A","2002",316.7924,
"LUX","HHWEALTH","TOT","PC_NDI","A","2003",334.755,
"LUX","HHWEALTH","TOT","PC_NDI","A","2004",353.2856,
"LUX","HHWEALTH","TOT","PC_NDI","A","2005",360.5868,
"LUX","HHWEALTH","TOT","PC_NDI","A","2006",367.9524,
"LUX","HHWEALTH","TOT","PC_NDI","A","2007",384.8893,
"LUX","HHWEALTH","TOT","PC_NDI","A","2008",386.4625,
"LUX","HHWEALTH","TOT","PC_NDI","A","2009",412.7839,
"LUX","HHWEALTH","TOT","PC_NDI","A","2010",415.9634,
"LUX","HHWEALTH","TOT","PC_NDI","A","2011",391.0426,
"LUX","HHWEALTH","TOT","PC_NDI","A","2012",384.3902,
"LUX","HHWEALTH","TOT","PC_NDI","A","2013",389.7844,
"LUX","HHWEALTH","TOT","PC_NDI","A","2014",410.2944,
"LUX","HHWEALTH","TOT","PC_NDI","A","2015",431.7891,
"LUX","HHWEALTH","TOT","PC_NDI","A","2016",438.144,
"LUX","HHWEALTH","TOT","PC_NDI","A","2017",418.4611,
"LUX","HHWEALTH","TOT","PC_NDI","A","2018",413.2735,
"LUX","HHWEALTH","TOT","PC_NDI","A","2019",429.5559,
"LUX","HHWEALTH","TOT","PC_NDI","A","2020",420.3564,
"LUX","HHWEALTH","TOT","PC_NDI","A","2021",442.8676,
"FRA","HHWEALTH","TOT","PC_NDI","A","1995",373.2271,
"FRA","HHWEALTH","TOT","PC_NDI","A","1996",407.1557,
"FRA","HHWEALTH","TOT","PC_NDI","A","1997",418.739,
"FRA","HHWEALTH","TOT","PC_NDI","A","1998",424.8421,
"FRA","HHWEALTH","TOT","PC_NDI","A","1999",450.5993,
"FRA","HHWEALTH","TOT","PC_NDI","A","2000",440.5521,
"FRA","HHWEALTH","TOT","PC_NDI","A","2001",416.3298,
"FRA","HHWEALTH","TOT","PC_NDI","A","2002",405.7952,
"FRA","HHWEALTH","TOT","PC_NDI","A","2003",422.554,
"FRA","HHWEALTH","TOT","PC_NDI","A","2004",430.9861,
"FRA","HHWEALTH","TOT","PC_NDI","A","2005",448.1996,
"FRA","HHWEALTH","TOT","PC_NDI","A","2006",468.4527,
"FRA","HHWEALTH","TOT","PC_NDI","A","2007",470.6888,
"FRA","HHWEALTH","TOT","PC_NDI","A","2008",440.7148,
"FRA","HHWEALTH","TOT","PC_NDI","A","2009",460.4913,
"FRA","HHWEALTH","TOT","PC_NDI","A","2010",471.1666,
"FRA","HHWEALTH","TOT","PC_NDI","A","2011",473.5896,
"FRA","HHWEALTH","TOT","PC_NDI","A","2012",491.871,
"FRA","HHWEALTH","TOT","PC_NDI","A","2013",510.5922,
"FRA","HHWEALTH","TOT","PC_NDI","A","2014",519.5697,
"FRA","HHWEALTH","TOT","PC_NDI","A","2015",533.0162,
"FRA","HHWEALTH","TOT","PC_NDI","A","2016",547.6226,
"FRA","HHWEALTH","TOT","PC_NDI","A","2017",555.9926,
"FRA","HHWEALTH","TOT","PC_NDI","A","2018",538.493,
"FRA","HHWEALTH","TOT","PC_NDI","A","2019",561.8247,
"FRA","HHWEALTH","TOT","PC_NDI","A","2020",581.2401,
"FRA","HHWEALTH","TOT","PC_NDI","A","2021",613.2616,
"FIN","HHWEALTH","TOT","PC_NDI","A","1995",258.7082,
"FIN","HHWEALTH","TOT","PC_NDI","A","1996",274.1167,
"FIN","HHWEALTH","TOT","PC_NDI","A","1997",286.2455,
"FIN","HHWEALTH","TOT","PC_NDI","A","1998",311.3861,
"FIN","HHWEALTH","TOT","PC_NDI","A","1999",342.8164,
"FIN","HHWEALTH","TOT","PC_NDI","A","2000",357.9898,
"FIN","HHWEALTH","TOT","PC_NDI","A","2001",346.7619,
"FIN","HHWEALTH","TOT","PC_NDI","A","2002",320.4187,
"FIN","HHWEALTH","TOT","PC_NDI","A","2003",324.1124,
"FIN","HHWEALTH","TOT","PC_NDI","A","2004",323.4506,
"FIN","HHWEALTH","TOT","PC_NDI","A","2005",345.5161,
"FIN","HHWEALTH","TOT","PC_NDI","A","2006",354.5915,
"FIN","HHWEALTH","TOT","PC_NDI","A","2007",351.0046,
"FIN","HHWEALTH","TOT","PC_NDI","A","2008",316.0181,
"FIN","HHWEALTH","TOT","PC_NDI","A","2009",325.313,
"FIN","HHWEALTH","TOT","PC_NDI","A","2010",324.8088,
"FIN","HHWEALTH","TOT","PC_NDI","A","2011",307.8189,
"FIN","HHWEALTH","TOT","PC_NDI","A","2012",327.4532,
"FIN","HHWEALTH","TOT","PC_NDI","A","2013",345.8713,
"FIN","HHWEALTH","TOT","PC_NDI","A","2014",359.2961,
"FIN","HHWEALTH","TOT","PC_NDI","A","2015",364.4214,
"FIN","HHWEALTH","TOT","PC_NDI","A","2016",368.4065,
"FIN","HHWEALTH","TOT","PC_NDI","A","2017",376.0565,
"FIN","HHWEALTH","TOT","PC_NDI","A","2018",369.6209,
"FIN","HHWEALTH","TOT","PC_NDI","A","2019",391.8651,
"FIN","HHWEALTH","TOT","PC_NDI","A","2020",407.7798,
"FIN","HHWEALTH","TOT","PC_NDI","A","2021",427.6716,
"ITA","HHWEALTH","TOT","PC_NDI","A","1995",392.8045,
"ITA","HHWEALTH","TOT","PC_NDI","A","1996",400.3824,
"ITA","HHWEALTH","TOT","PC_NDI","A","1997",435.6607,
"ITA","HHWEALTH","TOT","PC_NDI","A","1998",478.2733,
"ITA","HHWEALTH","TOT","PC_NDI","A","1999",494.86,
"ITA","HHWEALTH","TOT","PC_NDI","A","2000",506.6105,
"ITA","HHWEALTH","TOT","PC_NDI","A","2001",483.4899,
"ITA","HHWEALTH","TOT","PC_NDI","A","2002",482.939,
"ITA","HHWEALTH","TOT","PC_NDI","A","2003",480.8448,
"ITA","HHWEALTH","TOT","PC_NDI","A","2004",492.8378,
"ITA","HHWEALTH","TOT","PC_NDI","A","2005",527.7242,
"ITA","HHWEALTH","TOT","PC_NDI","A","2006",547.2952,
"ITA","HHWEALTH","TOT","PC_NDI","A","2007",513.5657,
"ITA","HHWEALTH","TOT","PC_NDI","A","2008",496.0979,
"ITA","HHWEALTH","TOT","PC_NDI","A","2009",512.7629,
"ITA","HHWEALTH","TOT","PC_NDI","A","2010",512.7474,
"ITA","HHWEALTH","TOT","PC_NDI","A","2011",502.1895,
"ITA","HHWEALTH","TOT","PC_NDI","A","2012",552.0184,
"ITA","HHWEALTH","TOT","PC_NDI","A","2013",563.689,
"ITA","HHWEALTH","TOT","PC_NDI","A","2014",575.2614,
"ITA","HHWEALTH","TOT","PC_NDI","A","2015",582.2238,
"ITA","HHWEALTH","TOT","PC_NDI","A","2016",577.9613,
"ITA","HHWEALTH","TOT","PC_NDI","A","2017",585.8189,
